Geo_FIPS;TotalPop90;TotalHH90;White90;Black90;Native90;Asian90;Other90;HUnits90;RHUnits90;R0k90;R0k0p90;R0k1p90;R0k2p90;R0k3p90;R0k4p90;R0kNCp90;R10k90;R10k0p90;R10k1p90;R10k2p90;R10k3p90;R10k4p90;R10kNCp90;R20k90;R20k0p90;R20k1p90;R20k2p90;R20k3p90;R20k4p90;R20kNCp90;R35kp90;R35k0p90;R35k1p90;R35k2p90;R35k3p90;R35k4p90;R35kNCp90;R50kp90;R50k0p90;R50k1p90;R50k2p90;R50k3p90;R50k4p90;R50kNCp90;OHUnits90;O0k90;O0k0p90;O0k1p90;O0k2p90;O0k3p90;O0k4p90;O0kNCp90;O10k90;O10k0p90;O10k1p90;O10k2p90;O10k3p90;O10k4p90;O10kNCp90;O20k90;O20k0p90;O20k1p90;O20k2p90;O20k3p90;O20k4p90;O20kNCp90;O35kp90;O35k0p90;O35k1p90;O35k2p90;O35k3p90;O35k4p90;O35kNCp90;O50kp90;O50k0p90;O50k1p90;O50k2p90;O50k3p90;O50k4p90;O50kNCp90
53035091000;4746;1765;4528;0;100;94;24;1894;282;32;0;0;0;0;5;27;55;0;23;12;0;7;13;77;22;31;24;0;0;0;44;44;0;0;0;0;0;74;37;26;0;0;11;0;1175;55;0;7;0;0;34;14;84;20;18;11;0;35;0;183;59;17;53;0;54;0;246;104;36;48;29;29;0;607;380;79;50;45;53;0
53035091100;3660;1352;3420;35;24;166;15;1409;341;24;0;0;0;0;16;8;84;8;13;8;9;37;9;110;28;39;24;10;0;9;80;52;28;0;0;0;0;43;43;0;0;0;0;0;722;36;0;0;0;0;36;0;66;25;10;0;5;26;0;199;98;21;18;30;32;0;229;91;72;27;15;24;0;192;124;31;23;14;0;0
53035091201;2787;1093;2662;38;26;61;0;1138;655;81;0;0;12;0;63;6;134;0;5;26;24;72;7;268;75;74;41;50;18;10;124;91;21;0;7;0;5;48;48;0;0;0;0;0;397;17;0;4;0;0;13;0;35;26;0;0;0;9;0;87;43;5;12;0;27;0;103;35;22;24;5;17;0;155;82;58;15;0;0;0
53035091202;5351;2076;4597;166;60;462;66;2287;1140;120;0;13;0;0;87;20;156;0;0;23;24;109;0;372;20;173;95;68;16;0;308;200;101;7;0;0;0;184;172;12;0;0;0;0;796;20;0;0;0;0;14;6;41;0;5;0;5;31;0;200;57;7;23;32;81;0;256;78;56;80;18;24;0;279;161;92;26;0;0;0
53035091300;6214;2121;5766;64;64;232;88;2250;266;42;0;0;0;0;30;12;29;6;0;0;0;13;10;100;43;17;18;7;5;10;48;22;9;17;0;0;0;47;41;6;0;0;0;0;1348;48;0;0;0;7;41;0;41;16;0;0;0;25;0;374;93;25;99;55;102;0;348;146;64;78;45;15;0;537;350;122;49;16;0;0
53035091400;2944;1160;2708;0;53;183;0;1170;245;51;0;0;8;0;31;12;37;0;0;0;10;27;0;107;34;36;11;14;12;0;33;19;7;7;0;0;0;17;17;0;0;0;0;0;783;42;14;6;0;0;16;6;44;27;7;0;0;10;0;246;136;15;31;20;44;0;170;113;32;5;7;13;0;281;164;38;54;17;8;0
53035091500;3765;1161;3154;158;13;407;33;1198;217;36;0;0;0;0;19;17;36;14;0;8;0;14;0;57;4;7;13;17;16;0;68;24;44;0;0;0;0;20;16;4;0;0;0;0;787;33;0;0;0;0;27;6;51;20;0;15;6;10;0;135;32;10;19;26;48;0;203;52;73;44;34;0;0;365;246;91;23;5;0;0
53035091600;5323;1789;4556;132;48;497;90;1824;641;52;0;0;5;0;47;0;120;0;0;25;25;70;0;187;28;34;56;53;16;0;201;132;69;0;0;0;0;81;74;7;0;0;0;0;857;29;0;0;0;0;19;10;39;5;0;0;0;34;0;167;33;21;20;47;46;0;309;94;86;97;27;5;0;313;230;66;17;0;0;0
53035091700;6523;2112;5537;102;104;738;42;2200;564;73;0;0;0;0;73;0;142;0;39;0;32;71;0;168;25;43;32;31;37;0;145;76;33;14;22;0;0;36;32;0;4;0;0;0;1255;25;0;9;0;0;10;6;72;21;10;0;0;41;0;253;42;8;17;70;116;0;368;177;95;59;29;8;0;537;455;46;27;9;0;0
53035091800;2724;1049;2488;124;33;69;10;1045;215;25;0;0;0;0;25;0;20;0;0;6;4;10;0;88;33;13;24;9;0;9;56;29;20;0;7;0;0;26;26;0;0;0;0;0;628;33;0;0;7;0;26;0;62;24;0;7;6;25;0;127;67;6;18;20;16;0;204;111;39;41;6;7;0;202;179;13;10;0;0;0
53035091900;2621;946;2385;50;6;149;31;995;178;46;0;0;0;0;41;5;10;0;0;0;0;10;0;64;13;16;10;9;12;4;29;6;23;0;0;0;0;29;26;0;0;0;0;3;573;38;7;0;0;0;25;6;47;35;0;6;6;0;0;143;68;22;30;13;10;0;137;38;65;29;5;0;0;208;145;24;39;0;0;0
53035092000;3454;1175;3299;0;86;51;18;1337;126;18;0;0;0;0;18;0;60;0;0;0;0;60;0;17;0;17;0;0;0;0;16;0;16;0;0;0;0;15;15;0;0;0;0;0;590;22;8;0;0;0;14;0;38;10;12;0;0;16;0;122;35;31;15;33;8;0;185;72;65;28;15;5;0;223;183;33;7;0;0;0
53035092100;3492;1314;3308;10;30;130;14;1426;289;105;0;0;0;0;105;0;80;0;7;29;30;14;0;85;46;39;0;0;0;0;13;0;13;0;0;0;0;6;6;0;0;0;0;0;589;75;6;11;13;17;28;0;70;35;0;6;6;23;0;128;66;23;20;4;15;0;154;106;37;4;0;7;0;162;125;14;15;8;0;0
53035092200;4273;1658;3962;98;75;103;35;1722;825;255;0;36;0;10;209;0;250;12;9;25;49;132;23;220;100;69;22;25;4;0;78;74;4;0;0;0;0;22;22;0;0;0;0;0;686;59;6;9;8;13;23;0;102;34;21;6;17;24;0;183;101;33;37;12;0;0;208;148;29;15;16;0;0;134;119;7;4;0;4;0
53035092300;4835;1718;4360;68;103;255;49;1734;613;148;7;7;9;21;89;15;133;8;31;31;13;47;3;227;66;46;47;32;26;10;80;44;33;3;0;0;0;25;25;0;0;0;0;0;917;70;10;11;0;0;49;0;103;26;13;15;0;49;0;252;102;32;36;45;37;0;221;141;63;17;0;0;0;271;249;17;5;0;0;0
53035092400;6066;2226;5447;121;41;389;68;2278;1039;265;0;37;55;0;147;26;272;0;0;58;110;104;0;223;82;54;72;0;15;0;171;116;46;0;9;0;0;108;90;18;0;0;0;0;1068;29;8;0;0;0;13;8;106;51;6;0;8;41;0;218;67;42;33;49;27;0;348;151;146;44;0;7;0;367;342;25;0;0;0;0
53035092500;3988;1398;3809;0;71;98;10;1584;444;78;0;0;0;0;54;24;75;19;14;0;11;31;0;170;89;28;45;0;0;8;65;65;0;0;0;0;0;56;56;0;0;0;0;0;801;31;8;0;3;0;20;0;88;36;13;8;0;31;0;225;104;28;10;36;47;0;226;91;86;27;15;7;0;231;196;25;7;0;3;0
53035092600;4612;1633;4295;69;81;98;69;1666;237;19;0;0;0;3;9;7;54;0;3;12;5;34;0;83;21;14;19;19;7;3;48;34;7;0;0;0;7;33;33;0;0;0;0;0;1157;66;0;0;7;0;41;18;125;23;22;22;19;39;0;349;128;69;75;44;33;0;301;151;74;49;17;10;0;316;236;61;12;3;4;0
53035092700;5569;1899;5270;41;95;127;36;2036;282;41;0;0;0;0;32;9;48;0;0;6;19;20;3;101;31;27;6;28;0;9;24;24;0;0;0;0;0;68;53;0;0;12;0;3;1268;50;0;0;0;0;31;19;96;39;20;6;0;31;0;256;147;18;34;26;31;0;348;122;143;43;35;5;0;518;386;101;7;24;0;0
53035092800;7854;2624;7402;42;87;237;86;2770;344;53;0;0;0;0;53;0;68;0;0;30;8;30;0;99;22;18;20;11;0;28;95;60;15;10;0;0;10;29;29;0;0;0;0;0;1382;43;0;0;0;0;34;9;98;46;0;0;19;33;0;312;134;49;58;33;38;0;449;210;153;50;29;7;0;480;412;44;24;0;0;0
53035092900;7450;2444;6991;84;76;234;65;2649;279;38;0;9;0;0;21;8;58;0;14;0;9;35;0;57;25;10;8;10;0;4;72;24;30;18;0;0;0;54;54;0;0;0;0;0;1250;95;23;0;0;12;50;10;125;27;11;13;38;36;0;300;76;47;47;46;84;0;306;204;60;30;7;5;0;424;340;68;0;16;0;0
53037975100;4364;1918;4264;21;36;25;18;3424;504;162;10;9;20;18;77;28;138;16;21;33;15;32;21;136;79;32;3;2;0;20;34;34;0;0;0;0;0;34;34;0;0;0;0;0;1004;208;30;35;14;20;98;11;233;174;26;9;6;18;0;266;182;35;23;10;16;0;175;156;12;7;0;0;0;122;114;8;0;0;0;0
53037975200;2947;1129;2912;8;6;21;0;1871;141;32;0;0;0;0;12;20;53;14;0;0;0;29;10;32;24;0;0;0;0;8;13;13;0;0;0;0;0;11;11;0;0;0;0;0;462;32;0;0;0;10;15;7;109;51;0;17;8;33;0;159;95;36;11;11;6;0;52;46;0;6;0;0;0;110;86;16;0;8;0;0
53037975300;2320;836;2291;0;20;0;9;974;123;28;0;0;0;0;8;20;6;0;0;0;0;0;6;53;42;0;0;0;0;11;36;36;0;0;0;0;0;0;0;0;0;0;0;0;250;12;0;0;0;0;5;7;23;6;7;0;0;10;0;60;31;7;5;6;5;6;102;84;18;0;0;0;0;53;53;0;0;0;0;0
53037975400;8769;3142;8226;38;61;286;158;3191;1636;825;13;14;68;39;654;37;476;50;81;160;47;127;11;242;158;48;17;0;0;19;64;54;10;0;0;0;0;29;29;0;0;0;0;0;1257;119;44;10;12;0;39;14;191;118;24;19;0;30;0;279;134;46;48;14;27;10;312;209;80;17;6;0;0;356;316;25;9;0;0;6
53037975500;2941;1382;2794;36;31;20;60;1398;707;392;4;28;5;21;324;10;157;20;35;26;35;37;4;127;79;27;9;7;0;5;31;31;0;0;0;0;0;0;0;0;0;0;0;0;487;67;11;12;6;14;24;0;71;26;5;25;9;6;0;163;91;27;33;7;5;0;135;97;38;0;0;0;0;51;51;0;0;0;0;0
53037975600;2690;1101;2581;0;27;57;25;1218;827;382;7;16;13;16;299;31;249;28;93;57;18;46;7;145;99;33;13;0;0;0;46;36;6;0;0;0;4;5;5;0;0;0;0;0;266;38;0;0;0;17;21;0;60;34;5;0;14;7;0;86;48;18;14;6;0;0;44;35;0;9;0;0;0;38;38;0;0;0;0;0
53037975700;2694;1055;2480;1;45;31;137;1139;315;86;0;19;7;0;45;15;121;20;15;10;4;32;40;66;27;17;3;0;0;19;21;19;0;0;0;0;2;21;18;0;0;0;0;3;274;25;7;4;3;0;11;0;94;41;13;12;21;7;0;67;45;14;3;5;0;0;65;50;12;2;0;1;0;23;23;0;0;0;0;0
53039950100;6802;2546;6210;11;302;42;237;2911;779;261;12;22;44;0;157;26;176;9;72;32;11;32;20;169;101;18;0;23;0;27;125;120;0;0;0;0;5;48;42;0;0;0;0;6;788;97;19;0;27;0;43;8;205;119;11;17;7;51;0;245;171;36;18;7;13;0;138;124;7;7;0;0;0;103;93;4;0;6;0;0
53039950200;3700;1427;3466;6;181;40;7;1694;422;70;0;0;4;0;55;11;138;35;19;12;6;32;34;151;109;21;15;0;0;6;35;35;0;0;0;0;0;28;28;0;0;0;0;0;495;107;17;17;28;8;22;15;95;84;0;0;6;5;0;120;111;9;0;0;0;0;123;123;0;0;0;0;0;50;50;0;0;0;0;0
53039950300;6114;2267;5693;6;97;57;261;2608;721;206;7;19;9;21;129;21;241;14;30;66;23;64;44;197;126;34;14;3;2;18;60;57;0;0;0;0;3;17;11;0;0;0;0;6;909;171;48;37;6;8;52;20;177;124;11;8;12;22;0;234;178;22;17;10;7;0;173;136;23;12;2;0;0;154;126;16;2;2;0;8
53041970100;2324;810;2263;0;61;0;0;925;127;25;0;0;0;0;12;13;6;6;0;0;0;0;0;69;41;16;0;0;0;12;13;6;0;0;0;0;7;14;14;0;0;0;0;0;303;50;19;0;8;0;23;0;36;8;12;10;0;6;0;53;37;0;6;4;6;0;73;53;12;8;0;0;0;91;83;8;0;0;0;0
53041970200;2151;726;2114;16;7;14;0;707;77;23;0;0;0;0;23;0;16;0;0;5;0;6;5;11;6;0;0;0;0;5;21;16;5;0;0;0;0;6;6;0;0;0;0;0;414;31;7;0;5;5;14;0;25;20;0;5;0;0;0;69;52;5;6;6;0;0;128;63;27;32;0;6;0;161;142;19;0;0;0;0
53041970300;3980;1698;3873;0;0;52;55;1711;518;125;34;8;25;7;43;8;141;5;22;32;33;37;12;173;94;36;38;0;0;5;45;41;0;0;0;0;4;34;28;6;0;0;0;0;725;55;7;0;0;0;36;12;104;50;19;20;0;15;0;258;140;54;30;15;19;0;130;101;22;7;0;0;0;178;160;18;0;0;0;0
53041970400;4332;1628;4144;12;89;73;14;1750;583;254;6;17;33;0;176;22;124;24;37;14;15;34;0;159;108;32;11;8;0;0;37;32;5;0;0;0;0;9;9;0;0;0;0;0;854;143;37;22;14;32;38;0;176;97;19;13;16;31;0;231;163;38;18;3;9;0;137;78;29;17;13;0;0;167;142;12;0;6;7;0
53041970500;2135;787;2074;12;33;16;0;888;269;94;0;0;0;0;89;5;75;18;8;0;23;26;0;53;23;13;9;8;0;0;31;31;0;0;0;0;0;16;16;0;0;0;0;0;499;25;4;5;0;0;16;0;71;56;0;0;5;10;0;170;121;31;13;5;0;0;97;63;27;0;0;7;0;136;128;8;0;0;0;0
53041970600;1929;829;1875;9;13;27;5;870;453;160;19;0;10;12;100;19;163;24;36;30;43;23;7;88;52;29;0;0;0;7;42;42;0;0;0;0;0;0;0;0;0;0;0;0;304;40;5;16;0;6;13;0;58;25;0;0;5;28;0;98;69;23;6;0;0;0;68;68;0;0;0;0;0;40;40;0;0;0;0;0
53041970700;3740;1526;3668;0;32;14;26;1614;637;239;13;10;17;15;169;15;175;12;16;46;62;30;9;146;79;36;13;0;10;8;57;57;0;0;0;0;0;20;20;0;0;0;0;0;709;142;20;39;5;13;60;5;114;59;20;5;0;30;0;236;162;39;12;23;0;0;144;115;29;0;0;0;0;73;66;7;0;0;0;0
53041970800;3752;1430;3568;13;78;43;50;1482;623;116;0;0;0;0;99;17;213;49;44;24;58;35;3;138;78;44;7;9;0;0;118;98;17;0;0;0;3;38;38;0;0;0;0;0;600;89;16;16;6;12;39;0;87;41;7;5;0;34;0;129;93;19;11;6;0;0;139;111;21;7;0;0;0;156;139;7;10;0;0;0
53041970900;1530;635;1488;6;23;9;4;665;290;124;0;8;6;8;97;5;52;9;0;6;6;31;0;62;28;30;0;0;0;4;43;38;0;0;0;0;5;9;9;0;0;0;0;0;285;74;27;11;11;0;25;0;62;48;9;0;5;0;0;75;42;4;11;12;6;0;42;42;0;0;0;0;0;32;32;0;0;0;0;0
53041971000;2588;980;2475;40;8;65;0;1062;346;111;0;0;0;0;101;10;139;0;25;14;31;65;4;65;39;13;0;0;9;4;23;8;9;0;0;6;0;8;8;0;0;0;0;0;567;89;15;6;25;6;31;6;78;31;11;23;7;6;0;147;129;4;4;5;5;0;100;83;17;0;0;0;0;153;147;6;0;0;0;0
53041971100;2620;929;2603;0;17;0;0;1009;161;71;0;10;0;0;32;29;30;0;22;0;0;8;0;49;26;5;6;12;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;0;322;45;17;0;0;0;28;0;43;21;0;0;11;11;0;107;60;23;12;8;4;0;82;62;15;5;0;0;0;45;45;0;0;0;0;0
53041971200;2307;882;2172;86;0;38;11;931;137;56;0;0;0;0;47;9;30;0;0;7;7;8;8;45;31;14;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;232;41;24;0;0;6;11;0;64;45;0;0;10;9;0;38;32;0;6;0;0;0;46;37;5;4;0;0;0;43;34;9;0;0;0;0
53041971300;3574;1305;3481;33;20;7;33;1326;196;34;0;5;0;0;29;0;47;2;17;8;5;6;9;72;34;11;14;2;0;11;20;20;0;0;0;0;0;23;23;0;0;0;0;0;510;51;9;12;0;2;14;14;95;46;9;14;5;21;0;170;95;40;24;3;8;0;103;63;31;0;6;3;0;91;91;0;0;0;0;0
53041971400;1775;593;1666;22;70;17;0;628;85;19;0;0;0;0;19;0;8;0;0;0;8;0;0;19;9;10;0;0;0;0;26;26;0;0;0;0;0;13;13;0;0;0;0;0;232;16;0;0;0;0;16;0;41;35;6;0;0;0;0;78;22;28;15;6;7;0;67;67;0;0;0;0;0;30;23;7;0;0;0;0
53041971500;5122;1887;5075;0;32;3;12;2033;386;125;7;18;5;2;63;30;127;27;20;35;9;10;26;84;63;17;4;0;0;0;29;27;0;0;0;0;2;21;21;0;0;0;0;0;797;126;36;32;7;14;31;6;153;86;30;10;10;17;0;225;171;27;17;10;0;0;156;142;14;0;0;0;0;137;121;12;4;0;0;0
53041971600;2792;1065;2659;14;73;12;34;1166;245;68;7;0;0;0;53;8;73;14;10;21;6;12;10;70;42;11;7;0;0;10;24;21;0;0;0;0;3;10;9;0;0;0;0;1;362;54;10;9;11;3;21;0;79;47;3;2;6;21;0;104;81;17;0;0;6;0;74;61;6;7;0;0;0;51;47;0;4;0;0;0
53041971700;3459;1270;3296;3;144;1;15;1634;223;61;0;0;2;2;42;15;68;6;23;18;3;12;6;50;39;9;0;0;0;2;39;37;0;0;0;0;2;5;5;0;0;0;0;0;378;67;14;5;0;3;38;7;84;59;3;5;5;12;0;129;78;34;8;7;2;0;41;34;0;2;0;5;0;57;51;6;0;0;0;0
53041971800;2946;1119;2892;12;36;0;6;1519;203;83;0;0;0;6;57;20;51;0;6;3;33;0;9;52;23;11;0;0;0;18;17;13;0;0;0;0;4;0;0;0;0;0;0;0;326;80;45;6;0;4;19;6;106;77;14;5;4;6;0;71;68;3;0;0;0;0;47;37;10;0;0;0;0;22;13;4;0;0;0;5
53041971900;3145;1213;3076;2;58;3;6;1343;339;107;2;4;6;5;82;8;106;21;30;11;12;21;11;94;70;8;11;0;5;0;29;29;0;0;0;0;0;3;3;0;0;0;0;0;464;78;30;2;10;6;28;2;95;64;4;15;2;10;0;133;88;23;8;6;8;0;91;70;18;3;0;0;0;67;65;0;0;2;0;0
53041972000;3157;1254;3054;11;41;26;25;2224;310;93;0;10;0;11;60;12;85;23;19;6;15;17;5;80;48;8;0;0;0;24;44;31;7;0;0;0;6;8;8;0;0;0;0;0;464;66;25;8;5;9;19;0;102;62;6;6;9;19;0;161;85;22;25;21;8;0;98;98;0;0;0;0;0;37;37;0;0;0;0;0
53043960100;1511;632;1495;0;12;2;2;713;206;73;3;9;13;5;36;7;70;19;13;9;13;10;6;41;28;11;0;0;0;2;17;14;0;0;0;0;3;5;4;0;0;0;0;1;359;48;4;2;0;11;28;3;59;40;5;7;5;2;0;113;69;24;8;8;4;0;72;61;8;0;3;0;0;67;60;2;5;0;0;0
53043960200;1837;687;1784;0;45;8;0;1041;110;21;0;3;0;0;12;6;28;2;12;5;2;2;5;17;7;2;0;2;0;6;24;13;0;0;0;0;11;20;7;0;0;0;0;13;214;26;15;0;0;0;11;0;42;20;1;0;0;21;0;46;31;6;2;2;5;0;49;49;0;0;0;0;0;51;49;0;2;0;0;0
53043960300;2457;1006;2385;0;44;6;22;1310;189;69;5;4;10;7;26;17;37;4;12;10;3;6;2;53;28;4;3;2;0;16;23;11;0;0;0;0;12;7;7;0;0;0;0;0;448;52;8;5;4;9;26;0;100;56;12;19;2;11;0;146;109;15;10;4;8;0;90;74;6;9;0;1;0;60;60;0;0;0;0;0
53043960400;3059;1288;3006;0;40;8;5;1543;280;70;7;4;5;13;32;9;85;19;8;11;13;3;31;95;49;12;3;0;0;31;18;12;0;0;0;0;6;12;12;0;0;0;0;0;646;113;30;8;17;10;44;4;154;109;19;4;13;9;0;176;155;11;2;0;8;0;92;88;4;0;0;0;0;111;111;0;0;0;0;0
53045960198;521;220;512;0;9;0;0;838;38;0;0;0;0;0;0;0;33;4;8;0;0;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;114;10;5;0;0;0;5;0;25;20;0;0;0;5;0;48;48;0;0;0;0;0;23;17;0;6;0;0;0;8;8;0;0;0;0;0
53045960200;5112;1555;4560;262;172;31;87;2823;227;50;0;0;0;5;45;0;57;12;0;26;0;6;13;52;40;12;0;0;0;0;62;42;0;0;0;0;20;6;0;0;0;0;0;6;712;45;6;0;9;0;30;0;150;97;18;12;15;8;0;254;187;7;38;16;6;0;104;88;6;0;0;10;0;159;150;9;0;0;0;0
53045960300;3794;1519;3598;12;107;57;20;2791;290;81;0;0;0;0;60;21;52;7;0;5;6;28;6;107;66;38;0;0;0;3;24;24;0;0;0;0;0;26;22;0;0;0;0;4;689;55;10;0;5;7;28;5;125;50;15;13;11;36;0;213;130;49;10;19;5;0;182;124;44;14;0;0;0;114;107;7;0;0;0;0
53045960400;4965;1875;4758;29;81;89;8;2583;382;120;0;0;8;8;56;48;77;0;23;8;13;33;0;94;39;29;8;9;0;9;68;63;5;0;0;0;0;23;23;0;0;0;0;0;935;51;0;8;8;7;22;6;116;74;14;7;6;15;0;229;132;21;6;34;36;0;263;131;72;34;12;14;0;276;199;20;43;6;8;0
53045960500;2247;972;2113;0;107;18;9;2030;177;53;0;0;0;9;32;12;16;0;0;7;0;9;0;89;25;20;35;9;0;0;19;19;0;0;0;0;0;0;0;0;0;0;0;0;621;28;5;14;0;0;9;0;84;41;8;10;17;8;0;232;168;29;16;6;13;0;127;109;0;6;0;12;0;150;145;5;0;0;0;0
53045960600;2473;916;2371;0;68;34;0;1029;260;61;0;0;4;6;49;2;109;0;7;23;19;51;9;35;13;14;8;0;0;0;50;50;0;0;0;0;0;5;5;0;0;0;0;0;405;56;12;0;0;0;16;28;75;24;19;0;3;29;0;74;18;35;13;8;0;0;80;72;8;0;0;0;0;120;114;0;0;6;0;0
53045960700;1659;571;1569;0;42;41;7;622;214;70;0;0;0;0;62;8;25;0;8;0;0;17;0;71;33;35;0;0;0;3;41;41;0;0;0;0;0;7;7;0;0;0;0;0;340;43;12;0;7;0;16;8;58;28;0;15;8;7;0;123;70;46;7;0;0;0;84;61;23;0;0;0;0;32;32;0;0;0;0;0
53045960800;2737;1264;2562;0;102;47;26;1329;629;347;13;33;31;43;220;7;164;41;19;36;16;47;5;97;57;29;0;5;6;0;10;6;0;0;0;0;4;11;7;0;0;0;0;4;468;59;23;16;0;0;20;0;125;90;0;14;0;21;0;140;59;28;37;6;10;0;68;46;22;0;0;0;0;76;52;14;10;0;0;0
53045960900;3675;1355;3482;8;31;97;57;1435;432;180;0;0;11;17;126;26;112;6;3;21;18;64;0;105;57;27;21;0;0;0;20;20;0;0;0;0;0;15;15;0;0;0;0;0;814;95;4;9;22;8;48;4;145;87;0;0;23;35;0;254;141;77;4;18;14;0;205;165;40;0;0;0;0;115;106;6;3;0;0;0
53045961000;3328;1202;3236;0;33;50;9;1398;196;29;0;0;0;0;15;14;55;0;0;14;0;23;18;57;57;0;0;0;0;0;45;45;0;0;0;0;0;10;10;0;0;0;0;0;671;26;6;10;0;0;10;0;70;55;0;4;6;5;0;263;147;41;28;29;18;0;176;103;49;24;0;0;0;136;102;27;7;0;0;0
53045961100;3161;1330;3072;2;47;23;17;2629;205;38;5;0;0;0;24;9;75;34;9;0;2;11;19;62;24;21;0;0;0;17;9;9;0;0;0;0;0;21;16;0;0;0;0;5;659;86;11;16;14;0;30;15;142;92;0;14;0;36;0;211;143;17;35;8;8;0;113;96;6;8;0;3;0;107;92;8;7;0;0;0
53045961200;1827;726;1809;0;5;7;6;1534;70;7;0;0;0;7;0;0;24;0;0;5;0;19;0;10;10;0;0;0;0;0;29;20;9;0;0;0;0;0;0;0;0;0;0;0;434;32;11;6;0;0;15;0;57;30;7;12;0;8;0;128;97;25;0;0;6;0;82;57;12;5;0;8;0;135;132;3;0;0;0;0
53045961300;2224;830;1965;3;246;6;4;934;132;16;0;0;0;0;12;4;30;2;19;2;3;0;4;46;26;5;7;0;1;7;35;30;0;0;0;0;5;5;4;0;0;0;0;1;355;32;12;5;3;3;9;0;62;50;4;0;2;6;0;131;98;15;4;9;5;0;93;67;20;6;0;0;0;37;37;0;0;0;0;0
53045961400;618;210;201;0;415;2;0;317;35;15;0;0;3;0;9;3;12;0;4;5;0;0;3;4;0;3;0;0;0;1;2;1;0;0;0;0;1;2;0;0;0;0;0;2;108;38;5;1;3;4;22;3;37;26;2;8;1;0;0;20;20;0;0;0;0;0;9;7;2;0;0;0;0;4;3;1;0;0;0;0
53047970100;2691;981;1178;7;1480;21;5;1140;305;98;3;10;2;23;44;16;89;27;18;26;15;2;1;67;56;2;4;0;0;5;33;33;0;0;0;0;0;18;15;0;0;0;0;3;466;84;25;20;2;7;30;0;93;70;9;6;0;8;0;124;110;11;1;2;0;0;84;80;4;0;0;0;0;81;81;0;0;0;0;0
53047970200;2791;906;1314;0;1321;4;152;1001;347;147;21;16;13;22;50;25;107;53;13;12;3;14;12;53;35;5;0;0;0;13;29;20;0;0;0;0;9;11;5;0;0;0;0;6;217;43;15;0;5;3;20;0;57;46;4;2;0;5;0;73;66;5;2;0;0;0;31;27;2;0;2;0;0;13;13;0;0;0;0;0
53047970300;5726;2279;5313;0;161;16;236;3760;574;244;2;9;44;22;111;56;169;41;57;22;16;10;23;104;51;12;8;0;0;33;46;33;0;0;0;0;13;11;7;0;0;0;0;4;614;183;67;27;12;8;61;8;128;77;9;5;6;31;0;156;106;21;18;0;11;0;78;63;3;5;0;0;7;69;65;4;0;0;0;0
53047970400;3132;1252;2877;6;77;16;156;1654;373;144;2;6;23;21;79;13;111;20;18;13;25;10;25;78;53;11;2;0;0;12;23;16;0;0;0;0;7;17;17;0;0;0;0;0;427;117;37;17;22;0;39;2;87;65;6;2;0;14;0;128;95;25;6;2;0;0;48;44;2;0;0;2;0;47;47;0;0;0;0;0
53047970500;1871;711;1732;0;65;10;64;991;151;27;2;6;0;2;9;8;64;4;22;4;4;9;21;45;18;13;0;0;2;12;9;8;0;0;0;0;1;6;6;0;0;0;0;0;176;42;21;2;12;5;2;0;35;33;0;0;0;2;0;41;29;6;4;2;0;0;15;15;0;0;0;0;0;43;43;0;0;0;0;0
53047970600;5265;2079;4802;11;224;28;200;2231;592;179;0;16;7;18;133;5;150;32;37;24;10;38;9;187;161;14;2;0;0;10;52;43;2;0;0;0;7;24;22;0;0;0;0;2;981;116;73;11;10;0;22;0;240;137;26;18;18;41;0;246;184;43;9;10;0;0;227;193;32;0;2;0;0;152;140;0;4;0;0;8
53047970700;3730;1444;3456;5;108;13;148;1582;495;186;10;18;18;18;103;19;130;34;28;28;9;9;22;119;81;22;0;0;0;16;38;38;0;0;0;0;0;22;22;0;0;0;0;0;631;134;52;28;11;2;41;0;130;84;23;14;4;5;0;192;142;19;20;9;2;0;108;84;15;9;0;0;0;67;65;2;0;0;0;0
53047970800;3873;1395;2713;0;103;46;1011;1573;553;164;6;14;26;28;67;23;175;32;25;11;11;21;75;134;81;6;5;0;0;42;59;37;1;0;0;0;21;21;8;0;0;0;0;13;445;95;25;20;16;0;34;0;89;58;1;9;6;15;0;119;85;15;13;2;4;0;68;59;6;3;0;0;0;74;68;4;0;2;0;0
53047970900;1188;491;1164;0;20;2;2;1078;87;28;0;0;0;0;23;5;24;2;7;3;7;4;1;25;18;3;0;2;0;2;8;8;0;0;0;0;0;2;0;0;0;0;0;2;198;23;2;4;0;0;17;0;43;31;7;0;0;5;0;76;58;3;2;10;3;0;21;20;1;0;0;0;0;35;27;7;0;0;0;1
53047971000;3083;1235;3017;5;18;11;32;1619;232;82;6;9;2;10;36;19;67;29;11;9;2;4;12;75;50;10;2;0;0;13;6;6;0;0;0;0;0;2;2;0;0;0;0;0;362;57;10;11;7;10;15;4;62;47;5;3;0;7;0;102;74;12;7;1;8;0;84;70;14;0;0;0;0;57;56;1;0;0;0;0
