Geo_FIPS;TotalPop90;TotalHH90;White90;Black90;Native90;Asian90;Other90;HUnits90;RHUnits90;R0k90;R0k0p90;R0k1p90;R0k2p90;R0k3p90;R0k4p90;R0kNCp90;R10k90;R10k0p90;R10k1p90;R10k2p90;R10k3p90;R10k4p90;R10kNCp90;R20k90;R20k0p90;R20k1p90;R20k2p90;R20k3p90;R20k4p90;R20kNCp90;R35kp90;R35k0p90;R35k1p90;R35k2p90;R35k3p90;R35k4p90;R35kNCp90;R50kp90;R50k0p90;R50k1p90;R50k2p90;R50k3p90;R50k4p90;R50kNCp90;OHUnits90;O0k90;O0k0p90;O0k1p90;O0k2p90;O0k3p90;O0k4p90;O0kNCp90;O10k90;O10k0p90;O10k1p90;O10k2p90;O10k3p90;O10k4p90;O10kNCp90;O20k90;O20k0p90;O20k1p90;O20k2p90;O20k3p90;O20k4p90;O20kNCp90;O35kp90;O35k0p90;O35k1p90;O35k2p90;O35k3p90;O35k4p90;O35kNCp90;O50kp90;O50k0p90;O50k1p90;O50k2p90;O50k3p90;O50k4p90;O50kNCp90
53001950100;2573;1017;2532;0;10;11;20;1191;270;70;0;0;8;2;48;12;66;14;18;14;8;6;6;91;62;4;0;0;0;25;28;16;0;0;0;0;12;15;14;0;0;0;0;1;502;54;6;5;6;3;32;2;130;106;6;10;0;8;0;134;106;23;2;2;1;0;86;84;0;0;2;0;0;98;98;0;0;0;0;0
53001950200;1715;654;1567;0;7;15;126;838;207;40;0;0;4;0;22;14;59;12;9;9;2;0;27;74;30;0;0;0;0;44;25;12;0;0;0;0;13;9;0;0;0;0;3;6;199;20;6;2;0;3;9;0;52;32;15;2;0;3;0;52;47;2;3;0;0;0;58;54;0;4;0;0;0;17;17;0;0;0;0;0
53001950300;4643;1403;2549;7;4;0;2083;1581;325;88;7;0;19;0;51;11;103;22;28;0;15;10;28;116;79;0;0;0;0;37;18;18;0;0;0;0;0;0;0;0;0;0;0;0;263;31;6;7;8;0;5;5;52;26;6;0;8;12;0;57;16;8;21;6;6;0;63;30;26;7;0;0;0;60;60;0;0;0;0;0
53001950400;1925;651;1030;10;6;6;873;725;369;141;0;0;13;29;99;0;112;27;21;16;30;12;6;88;55;13;7;7;0;6;21;16;0;0;0;0;5;7;7;0;0;0;0;0;302;37;0;9;0;13;15;0;46;29;6;0;0;11;0;93;51;10;13;14;5;0;78;74;4;0;0;0;0;48;48;0;0;0;0;0
53001950500;2747;883;1421;10;11;84;1221;928;277;56;0;5;18;0;20;13;79;8;20;18;12;15;6;93;64;23;6;0;0;0;38;38;0;0;0;0;0;11;8;0;0;0;0;3;541;24;5;0;0;0;10;9;73;22;0;5;16;30;0;188;139;18;18;8;5;0;140;114;15;6;0;5;0;116;116;0;0;0;0;0
53003980100;2711;1034;2710;0;1;0;0;1168;197;61;2;5;6;8;26;14;40;3;9;5;0;13;10;63;31;16;2;5;0;9;23;21;2;0;0;0;0;10;5;0;0;0;0;5;549;41;6;3;0;2;20;10;95;36;11;23;10;15;0;123;53;29;29;7;5;0;132;94;31;7;0;0;0;158;146;8;0;4;0;0
53003980200;3509;1322;3490;0;11;8;0;1367;245;35;0;0;0;0;31;4;84;0;25;5;33;21;0;93;52;24;4;13;0;0;11;11;0;0;0;0;0;22;18;0;0;0;0;4;831;53;14;0;0;0;32;7;39;24;0;5;6;4;0;215;94;43;31;33;14;0;230;178;47;5;0;0;0;294;255;36;3;0;0;0
53003980300;3262;1397;3116;11;110;0;25;1541;713;354;0;20;29;54;224;27;198;26;45;46;41;40;0;107;67;28;6;6;0;0;35;30;0;0;0;0;5;19;19;0;0;0;0;0;564;120;37;11;6;0;66;0;169;106;16;16;18;13;0;158;126;11;0;4;17;0;84;75;9;0;0;0;0;33;33;0;0;0;0;0
53003980400;1708;741;1639;20;28;21;0;781;261;110;0;6;8;0;78;18;87;19;17;24;5;22;0;44;32;12;0;0;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;313;20;0;0;0;7;13;0;99;51;0;17;18;13;0;96;78;12;6;0;0;0;66;57;9;0;0;0;0;32;32;0;0;0;0;0
53003980500;3551;1474;3458;21;22;7;43;1522;627;272;13;6;29;16;180;28;156;13;71;16;30;26;0;174;125;33;16;0;0;0;15;15;0;0;0;0;0;10;10;0;0;0;0;0;626;125;49;11;21;8;29;7;108;68;12;7;0;21;0;235;159;54;15;7;0;0;107;95;12;0;0;0;0;51;51;0;0;0;0;0
53003980600;2864;1151;2816;0;32;16;0;1140;316;147;0;0;13;0;134;0;72;25;13;11;6;17;0;53;35;18;0;0;0;0;18;18;0;0;0;0;0;26;26;0;0;0;0;0;588;77;18;6;14;6;27;6;84;75;0;0;0;9;0;168;95;21;28;14;10;0;166;113;43;6;4;0;0;93;90;3;0;0;0;0
53005010100;4641;1769;4318;33;15;253;22;1789;355;47;0;0;7;8;32;0;31;7;4;8;4;0;8;125;72;26;18;0;9;0;77;77;0;0;0;0;0;75;66;9;0;0;0;0;1336;51;0;6;7;6;26;6;50;12;12;0;0;26;0;156;83;11;14;24;24;0;223;139;50;28;0;6;0;856;752;83;21;0;0;0
53005010201;3827;1689;3590;51;22;131;33;1773;778;74;0;0;0;0;67;7;137;7;18;66;27;19;0;272;150;81;30;0;5;6;152;143;5;4;0;0;0;143;143;0;0;0;0;0;769;8;0;0;0;0;8;0;52;30;12;0;0;10;0;109;60;18;18;0;13;0;109;63;21;25;0;0;0;491;446;45;0;0;0;0
53005010202;4665;2023;4092;58;51;329;135;2186;1039;268;53;35;51;28;88;13;183;50;13;54;31;35;0;240;143;60;20;0;17;0;191;172;19;0;0;0;0;157;157;0;0;0;0;0;697;11;0;0;0;0;5;6;42;12;0;14;8;8;0;97;60;6;8;9;14;0;185;124;43;18;0;0;0;362;344;18;0;0;0;0
53005010300;4067;1679;3832;48;45;91;51;1712;319;17;0;0;0;0;17;0;74;6;9;23;8;28;0;75;34;35;0;6;0;0;90;84;6;0;0;0;0;63;50;7;0;0;0;6;1237;67;7;0;19;0;41;0;167;98;25;0;27;17;0;300;225;18;32;6;19;0;313;277;25;11;0;0;0;390;371;19;0;0;0;0
53005010400;2458;1170;2268;36;18;76;60;1291;425;123;0;4;0;0;115;4;130;8;24;43;30;25;0;113;80;26;0;0;0;7;24;24;0;0;0;0;0;35;35;0;0;0;0;0;714;116;19;7;0;19;71;0;183;107;19;13;20;24;0;204;150;36;12;6;0;0;133;128;5;0;0;0;0;78;67;11;0;0;0;0
53005010500;3848;1514;3685;3;6;35;119;1623;784;106;0;0;0;6;94;6;164;22;11;31;47;53;0;349;225;54;27;12;4;27;100;94;6;0;0;0;0;65;64;0;0;0;0;1;561;43;5;0;0;13;25;0;106;82;12;6;0;6;0;107;65;20;8;0;14;0;136;107;21;8;0;0;0;169;169;0;0;0;0;0
53005010600;3686;1418;3376;74;61;53;122;1504;756;110;0;0;6;0;91;13;234;11;66;48;36;73;0;228;155;54;13;0;0;6;104;99;0;0;0;0;5;80;80;0;0;0;0;0;544;60;6;0;17;6;26;5;60;55;0;0;5;0;0;145;106;16;5;7;11;0;139;122;17;0;0;0;0;140;130;0;10;0;0;0
53005010700;5734;2177;5552;19;19;102;42;2314;479;27;0;0;0;8;19;0;173;29;56;8;24;56;0;117;59;6;20;10;0;22;100;91;9;0;0;0;0;62;55;0;0;0;0;7;1054;44;11;0;0;16;17;0;108;52;9;0;15;32;0;205;90;26;42;24;23;0;306;163;102;32;9;0;0;391;347;44;0;0;0;0
53005010801;5488;1748;5275;54;24;92;43;1779;113;8;0;0;0;0;8;0;6;0;0;0;0;6;0;29;0;16;0;9;0;4;42;27;15;0;0;0;0;28;28;0;0;0;0;0;1190;8;0;0;0;0;8;0;57;10;0;4;0;43;0;104;12;15;43;6;28;0;259;102;88;39;30;0;0;762;625;95;18;17;7;0
53005010802;8756;3152;8265;112;16;239;124;3297;872;96;0;7;0;12;77;0;155;8;62;39;39;7;0;259;149;81;20;0;9;0;208;153;14;33;0;0;8;154;139;0;15;0;0;0;2007;15;4;0;0;0;11;0;41;25;16;0;0;0;0;243;77;23;42;36;65;0;494;174;206;85;22;7;0;1214;991;164;37;22;0;0
53005010901;4613;2021;4230;94;35;34;220;2185;1230;331;0;0;0;33;263;35;300;62;65;98;52;23;0;390;279;63;24;0;14;10;126;122;4;0;0;0;0;83;83;0;0;0;0;0;686;0;0;0;0;0;0;0;46;15;15;9;0;7;0;176;75;19;31;44;7;0;229;150;55;24;0;0;0;235;219;16;0;0;0;0
53005010902;4061;1508;3754;10;5;113;179;1739;810;113;0;0;0;0;107;6;245;63;74;24;34;50;0;282;174;72;20;16;0;0;108;101;3;4;0;0;0;62;62;0;0;0;0;0;549;6;0;6;0;0;0;0;38;17;8;7;0;6;0;100;57;26;6;11;0;0;204;143;37;24;0;0;0;201;173;23;5;0;0;0
53005011001;4333;1783;4035;16;55;60;167;1935;949;161;0;0;0;14;125;22;220;20;48;64;45;36;7;399;279;56;20;11;33;0;100;80;14;0;6;0;0;69;55;4;0;0;0;10;621;13;0;0;7;6;0;0;62;20;4;7;24;7;0;160;104;6;14;30;6;0;197;115;56;20;6;0;0;189;183;6;0;0;0;0
53005011002;3796;1581;3493;83;14;25;181;1679;943;251;8;15;31;15;175;7;256;40;45;60;52;54;5;260;182;58;6;14;0;0;123;108;15;0;0;0;0;53;50;0;0;0;0;3;476;30;6;5;0;0;19;0;26;14;0;5;7;0;0;123;72;22;22;7;0;0;182;147;26;9;0;0;0;115;115;0;0;0;0;0
53005011100;5831;2172;5377;36;33;128;257;2166;703;188;0;7;8;0;173;0;149;20;24;40;29;36;0;226;163;47;16;0;0;0;90;75;8;0;0;0;7;50;50;0;0;0;0;0;1248;119;9;9;29;0;72;0;127;48;0;18;6;55;0;311;202;28;44;29;8;0;360;299;53;8;0;0;0;331;323;8;0;0;0;0
53005011200;5479;2133;4060;78;58;158;1125;2298;1457;678;33;76;101;62;380;26;512;74;137;99;59;133;10;196;119;48;29;0;0;0;40;40;0;0;0;0;0;31;27;0;0;0;0;4;629;89;29;0;0;20;33;7;136;76;19;15;7;19;0;172;117;46;9;0;0;0;145;128;7;10;0;0;0;87;87;0;0;0;0;0
53005011300;4126;1694;3601;9;14;35;467;1855;711;269;0;7;10;0;236;16;146;26;42;36;0;35;7;163;142;5;6;5;0;5;104;104;0;0;0;0;0;29;25;0;0;0;0;4;729;100;42;11;0;9;38;0;219;155;0;19;10;35;0;237;177;45;15;0;0;0;90;83;7;0;0;0;0;83;83;0;0;0;0;0
53005011401;3333;1180;3068;24;34;40;167;1327;506;139;23;15;7;11;83;0;119;27;30;37;4;21;0;158;103;41;4;0;4;6;60;60;0;0;0;0;0;30;30;0;0;0;0;0;602;34;8;0;0;4;22;0;86;63;0;19;4;0;0;157;69;43;25;0;20;0;136;101;35;0;0;0;0;189;189;0;0;0;0;0
53005011402;4467;1495;4265;90;8;69;35;1504;132;27;0;0;0;0;27;0;30;0;0;0;6;24;0;34;11;9;0;6;0;8;13;13;0;0;0;0;0;28;20;5;0;0;0;3;1201;51;0;6;0;0;45;0;58;27;12;0;0;19;0;234;107;26;59;16;26;0;293;183;76;26;0;8;0;565;517;30;11;7;0;0
53005011501;5432;1906;5268;0;67;49;48;2009;426;108;8;0;0;0;72;28;150;9;19;29;29;25;39;120;75;39;0;0;0;6;29;29;0;0;0;0;0;19;11;0;0;0;0;8;518;49;18;0;14;0;17;0;110;61;10;0;11;28;0;122;36;67;6;13;0;0;184;134;29;13;8;0;0;53;53;0;0;0;0;0
53005011502;5446;1778;5308;10;43;40;45;1751;272;23;0;0;0;0;12;11;54;9;9;9;6;15;6;64;7;29;28;0;0;0;65;59;0;6;0;0;0;66;66;0;0;0;0;0;968;27;0;0;0;0;27;0;33;7;11;0;0;15;0;123;42;12;45;24;0;0;367;136;144;53;14;20;0;418;368;50;0;0;0;0
53005011600;574;163;567;0;0;0;7;265;88;14;0;0;0;0;14;0;21;0;7;0;0;9;5;30;7;0;0;0;0;23;23;15;0;0;0;0;8;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53005011700;5270;1909;4365;25;33;59;788;1973;592;171;12;10;6;17;100;26;201;44;31;55;35;36;0;127;81;46;0;0;0;0;68;62;0;0;0;0;6;25;25;0;0;0;0;0;998;77;20;8;13;0;36;0;204;85;26;19;31;43;0;333;256;33;30;0;14;0;154;137;17;0;0;0;0;230;219;11;0;0;0;0
53005011800;4481;1348;3562;0;11;8;900;1431;212;14;0;0;0;6;8;0;68;8;0;31;8;12;9;106;37;7;6;5;0;51;24;11;7;0;0;0;6;0;0;0;0;0;0;0;386;39;15;15;0;0;9;0;50;24;0;0;12;14;0;87;45;20;0;12;10;0;122;95;16;11;0;0;0;88;80;8;0;0;0;0
53005011900;4148;1374;3824;2;136;19;167;1492;325;101;4;3;10;0;77;7;52;9;12;20;5;4;2;103;46;20;6;2;0;29;50;42;0;0;0;0;8;19;19;0;0;0;0;0;512;41;13;2;7;9;8;2;85;51;5;11;3;15;0;133;79;27;20;0;7;0;153;109;35;7;2;0;0;100;80;20;0;0;0;0
53005012000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53007960100;1670;587;1577;2;62;0;29;867;170;43;4;4;2;3;17;13;37;5;14;4;0;0;14;48;34;2;9;0;0;3;40;40;0;0;0;0;0;2;2;0;0;0;0;0;222;12;2;4;0;0;6;0;73;59;0;2;0;12;0;91;37;26;17;11;0;0;37;21;15;1;0;0;0;9;9;0;0;0;0;0
53007960200;4349;1836;4193;11;92;13;40;3347;521;182;2;8;14;20;116;22;135;19;19;19;10;50;18;135;69;32;14;10;3;7;53;47;6;0;0;0;0;16;16;0;0;0;0;0;936;135;41;26;7;0;55;6;162;95;11;14;7;35;0;253;130;56;34;14;19;0;202;153;31;15;3;0;0;184;152;15;14;3;0;0
53007960300;4920;1938;4264;0;15;67;574;3060;762;210;0;10;5;31;120;44;272;57;17;66;25;36;71;166;99;58;0;0;0;9;80;65;9;0;0;0;6;34;34;0;0;0;0;0;856;103;32;11;21;0;32;7;162;112;0;12;6;32;0;256;154;39;31;21;11;0;127;70;23;5;14;15;0;208;179;29;0;0;0;0
53007960400;2338;872;1993;0;18;0;327;1389;277;70;0;0;9;10;37;14;105;0;0;21;0;14;70;79;40;0;0;0;0;39;14;0;14;0;0;0;0;9;9;0;0;0;0;0;288;30;13;0;6;0;5;6;36;19;11;0;6;0;0;65;51;0;0;11;3;0;47;38;4;0;0;5;0;110;95;15;0;0;0;0
53007960500;5311;1966;5088;17;23;19;164;2270;426;114;9;0;6;10;56;33;104;11;34;3;5;6;45;126;92;14;0;0;0;20;63;54;1;4;0;0;4;19;16;0;0;0;0;3;775;83;36;6;2;0;29;10;126;64;1;14;18;29;0;208;140;26;13;6;23;0;149;102;28;11;2;6;0;209;183;15;0;6;0;5
53007960600;3581;1416;3461;0;32;14;74;1460;483;157;5;17;30;12;70;23;183;35;27;47;16;42;16;109;66;27;8;0;1;7;18;18;0;0;0;0;0;16;13;0;0;0;0;3;728;95;40;6;10;5;30;4;145;94;13;7;4;27;0;212;130;33;33;11;5;0;133;95;21;14;3;0;0;143;133;7;1;2;0;0
53007960700;4589;1797;4473;0;47;12;57;1788;296;84;0;0;4;0;70;10;41;8;14;4;0;5;10;117;92;0;0;0;0;25;23;23;0;0;0;0;0;31;26;0;0;0;0;5;934;60;4;8;17;0;31;0;99;62;0;4;0;33;0;177;101;21;10;12;33;0;211;120;33;17;27;14;0;387;296;54;37;0;0;0
53007960800;8178;3512;7693;23;74;81;307;3796;1794;633;52;19;50;68;401;43;555;45;139;107;59;205;0;414;181;150;50;13;14;6;143;117;26;0;0;0;0;49;45;0;0;0;0;4;1432;107;28;8;7;7;43;14;327;236;12;17;0;62;0;340;193;74;48;17;8;0;240;188;43;9;0;0;0;418;373;37;8;0;0;0
53007960900;5462;2216;5180;0;18;101;163;2288;699;122;0;0;7;0;115;0;231;30;28;91;38;44;0;184;110;44;8;10;0;12;105;105;0;0;0;0;0;57;57;0;0;0;0;0;1302;43;0;0;0;8;35;0;142;78;0;16;8;40;0;355;211;46;71;14;13;0;313;188;76;39;5;5;0;449;355;66;20;8;0;0
53007961000;5555;2142;4754;9;53;34;705;2398;1353;503;22;0;0;16;443;22;545;150;87;46;82;167;13;193;126;33;8;0;18;8;62;47;0;0;0;10;5;50;50;0;0;0;0;0;748;98;39;8;0;0;36;15;156;67;24;14;7;44;0;169;89;27;35;18;0;0;175;149;26;0;0;0;0;150;131;9;10;0;0;0
53007961100;3704;1449;3298;15;113;40;238;1399;385;109;0;0;5;8;93;3;106;13;28;14;5;40;6;130;64;48;4;0;6;8;34;30;0;0;0;0;4;6;6;0;0;0;0;0;818;106;36;27;15;5;23;0;173;139;5;5;0;24;0;210;140;28;10;18;14;0;197;149;25;5;18;0;0;132;127;5;0;0;0;0
53007961200;2593;907;2435;11;0;0;147;986;140;18;0;0;0;0;18;0;49;0;0;12;0;10;27;61;20;21;0;9;0;11;12;12;0;0;0;0;0;0;0;0;0;0;0;0;318;0;0;0;0;0;0;0;40;11;0;0;5;24;0;106;63;31;12;0;0;0;65;34;16;11;0;4;0;107;102;5;0;0;0;0
53009980100;1238;391;263;10;956;3;6;592;115;41;4;2;13;3;17;2;23;7;0;7;0;2;7;27;21;0;0;0;0;6;7;7;0;0;0;0;0;17;17;0;0;0;0;0;202;56;23;4;1;4;16;8;41;38;0;0;3;0;0;57;57;0;0;0;0;0;23;20;0;0;0;0;3;25;25;0;0;0;0;0
53009980200;1662;462;1452;92;48;26;44;556;148;14;0;0;0;0;6;8;18;7;0;0;0;4;7;66;30;10;25;1;0;0;32;32;0;0;0;0;0;18;18;0;0;0;0;0;96;7;2;2;0;0;3;0;35;27;0;0;0;8;0;14;13;0;0;0;1;0;28;28;0;0;0;0;0;12;12;0;0;0;0;0
53009980300;4504;1532;4038;115;213;63;75;1662;581;158;32;18;8;0;90;10;117;32;14;19;14;27;11;200;156;29;0;0;0;15;71;66;0;0;0;0;5;35;35;0;0;0;0;0;604;42;0;5;11;0;20;6;118;65;17;0;0;36;0;139;95;23;21;0;0;0;131;126;0;5;0;0;0;174;174;0;0;0;0;0
53009980400;955;377;879;0;76;0;0;410;79;26;8;0;0;0;18;0;19;0;9;0;0;10;0;30;30;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;156;20;0;9;0;0;11;0;47;26;0;5;0;16;0;49;38;0;6;5;0;0;22;14;8;0;0;0;0;18;18;0;0;0;0;0
53009980500;1453;488;1099;0;315;32;7;608;163;36;0;0;0;0;15;21;54;0;16;4;26;0;8;61;37;11;0;0;0;13;6;6;0;0;0;0;0;6;6;0;0;0;0;0;143;22;2;5;0;3;9;3;22;13;0;6;3;0;0;53;23;7;16;0;7;0;26;26;0;0;0;0;0;20;20;0;0;0;0;0
53009980600;2507;928;2315;29;104;59;0;1331;148;24;0;5;0;0;11;8;30;18;2;0;0;6;4;40;18;22;0;0;0;0;25;25;0;0;0;0;0;29;29;0;0;0;0;0;359;41;4;0;0;8;29;0;48;27;3;9;2;7;0;90;60;19;0;11;0;0;84;70;0;14;0;0;0;96;68;25;0;3;0;0
53009980700;3634;1418;3464;6;74;90;0;1588;369;31;0;0;0;0;28;3;110;0;18;17;25;42;8;137;65;27;20;4;16;5;68;53;4;6;5;0;0;23;23;0;0;0;0;0;919;77;15;12;7;0;37;6;177;101;23;30;6;17;0;260;139;55;37;18;11;0;222;197;11;14;0;0;0;183;158;13;5;7;0;0
53009980799;31;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53009980800;3856;1624;3691;28;60;71;6;1706;748;199;8;7;12;4;159;9;230;33;42;49;43;63;0;247;101;79;43;24;0;0;47;47;0;0;0;0;0;25;21;0;0;0;0;4;799;114;20;6;34;18;36;0;171;102;12;22;12;23;0;260;129;39;65;27;0;0;128;104;17;0;7;0;0;126;122;0;4;0;0;0
53009980900;2536;1126;2451;0;80;5;0;1227;565;189;19;14;23;22;106;5;163;15;14;54;18;49;13;121;58;48;15;0;0;0;53;44;5;0;0;4;0;39;39;0;0;0;0;0;548;43;6;0;0;6;26;5;113;69;12;6;6;20;0;153;73;35;23;13;9;0;132;87;34;7;4;0;0;107;102;0;5;0;0;0
53009981000;1923;843;1792;12;97;22;0;847;420;255;16;27;21;40;137;14;86;19;41;7;0;19;0;65;28;16;10;6;5;0;8;8;0;0;0;0;0;6;6;0;0;0;0;0;292;38;6;0;6;13;13;0;88;47;12;0;6;23;0;90;73;7;7;0;3;0;51;51;0;0;0;0;0;25;25;0;0;0;0;0
53009981100;3995;1507;3865;0;47;63;20;1548;355;90;7;0;0;0;74;9;80;7;0;19;14;29;11;138;78;28;16;11;0;5;29;29;0;0;0;0;0;18;12;0;0;0;0;6;1023;76;33;0;7;4;32;0;100;73;5;0;0;22;0;311;176;62;27;32;14;0;189;166;10;13;0;0;0;347;313;29;5;0;0;0
53009981200;2121;994;1991;20;81;25;4;1068;523;234;23;8;0;0;185;18;119;7;8;9;21;74;0;143;56;67;6;14;0;0;21;21;0;0;0;0;0;6;0;0;0;0;0;6;426;74;5;14;19;8;28;0;72;68;0;4;0;0;0;169;111;36;5;17;0;0;51;45;6;0;0;0;0;60;60;0;0;0;0;0
53009981300;2637;1155;2532;0;39;61;5;1229;263;51;0;0;0;0;43;8;72;6;7;19;7;17;16;79;41;10;13;6;4;5;41;33;8;0;0;0;0;20;20;0;0;0;0;0;483;26;5;0;0;0;15;6;86;67;8;6;0;5;0;102;59;16;20;7;0;0;146;112;27;7;0;0;0;123;91;22;10;0;0;0
53009981400;3916;1377;3849;0;22;45;0;1462;229;41;0;0;16;0;19;6;44;6;7;8;0;23;0;85;26;33;19;4;0;3;50;42;8;0;0;0;0;9;9;0;0;0;0;0;691;49;7;0;5;0;30;7;66;43;5;0;8;10;0;210;102;35;25;12;36;0;146;108;23;5;10;0;0;220;209;11;0;0;0;0
53009981500;2110;786;1953;0;143;14;0;849;164;41;0;1;0;2;33;5;62;0;14;8;2;35;3;28;12;12;4;0;0;0;14;14;0;0;0;0;0;19;19;0;0;0;0;0;375;33;3;0;17;0;11;2;53;32;17;2;0;2;0;120;54;30;20;12;4;0;81;31;36;4;0;10;0;88;68;3;8;0;9;0
53009981600;2177;905;2053;0;74;35;15;980;122;12;0;0;6;0;6;0;28;0;0;0;0;23;5;48;7;35;0;0;0;6;17;12;5;0;0;0;0;17;12;0;0;0;0;5;386;20;0;0;0;0;20;0;41;29;0;6;0;6;0;143;80;28;23;8;4;0;93;66;15;7;0;5;0;89;78;11;0;0;0;0
53009981700;2195;916;2123;0;14;24;34;1057;153;20;0;0;0;0;10;10;55;4;0;0;15;22;14;55;35;7;8;0;0;5;13;13;0;0;0;0;0;10;10;0;0;0;0;0;592;38;0;8;6;0;24;0;110;65;5;5;0;35;0;205;118;21;38;10;18;0;120;100;10;5;0;5;0;119;111;0;8;0;0;0
53009981800;1938;843;1910;9;13;6;0;851;117;30;0;0;0;0;30;0;36;4;9;0;0;23;0;39;15;18;0;0;0;6;12;12;0;0;0;0;0;0;0;0;0;0;0;0;311;38;0;7;6;18;7;0;65;41;5;0;0;19;0;99;52;20;12;0;15;0;59;34;19;6;0;0;0;50;50;0;0;0;0;0
53009981900;3120;1443;2983;0;121;16;0;1603;233;29;0;0;0;0;29;0;90;0;10;36;19;18;7;81;38;0;16;9;10;8;17;0;17;0;0;0;0;16;16;0;0;0;0;0;880;69;0;9;0;25;35;0;134;73;31;15;0;15;0;275;183;7;40;16;29;0;174;124;22;14;14;0;0;228;208;20;0;0;0;0
53009982000;2251;1055;2219;0;32;0;0;1202;401;117;0;8;0;0;69;40;132;15;0;18;12;87;0;99;32;43;0;0;24;0;37;30;7;0;0;0;0;16;12;0;4;0;0;0;347;25;0;6;0;4;15;0;100;30;17;8;9;36;0;123;70;37;0;6;10;0;45;45;0;0;0;0;0;54;49;5;0;0;0;0
53009982100;1635;877;1589;13;0;25;8;870;453;219;8;35;13;0;163;0;123;6;25;12;47;25;8;71;34;14;9;8;6;0;28;28;0;0;0;0;0;12;12;0;0;0;0;0;370;61;0;19;12;11;19;0;69;40;7;12;4;6;0;113;98;3;6;6;0;0;92;64;7;13;8;0;0;35;35;0;0;0;0;0
53009982200;2504;1098;2439;0;8;57;0;1096;195;31;0;6;0;0;20;5;44;0;6;12;7;5;14;58;18;22;6;0;7;5;36;27;0;0;0;0;9;26;26;0;0;0;0;0;583;59;0;14;12;0;33;0;154;87;11;21;17;18;0;121;96;6;7;5;7;0;123;99;18;0;0;6;0;126;113;13;0;0;0;0
53009982300;1566;675;1546;2;16;2;0;883;93;19;0;0;0;0;12;7;23;0;0;6;6;10;1;15;12;0;3;0;0;0;24;14;4;4;0;0;2;12;7;0;0;0;0;5;354;53;6;13;3;13;15;3;71;46;8;5;0;12;0;106;65;16;8;8;9;0;57;49;2;3;0;3;0;67;65;2;0;0;0;0
53011040100;4630;1470;4516;0;73;15;26;1570;205;64;0;0;0;9;47;8;33;9;5;8;0;2;9;65;49;11;0;0;0;5;26;10;5;7;0;0;4;17;13;0;0;0;0;4;517;52;16;3;19;0;14;0;95;56;14;5;6;14;0;129;80;22;15;2;10;0;148;64;51;16;0;17;0;93;88;5;0;0;0;0
53011040200;7969;2587;7777;0;76;13;103;2792;290;65;0;2;11;0;50;2;73;0;0;3;36;8;26;85;7;18;26;25;9;0;44;33;0;0;0;0;11;23;18;0;0;0;0;5;1026;46;3;0;19;5;19;0;87;36;5;0;17;29;0;304;157;46;40;49;12;0;225;141;19;37;26;2;0;364;294;56;14;0;0;0
53011040300;3647;1223;3555;10;35;19;28;1282;243;50;5;4;0;0;34;7;45;3;4;7;5;16;10;94;34;32;17;2;0;9;42;29;7;0;0;0;6;12;11;0;0;0;0;1;534;56;11;16;3;3;9;14;83;58;4;1;0;20;0;110;51;26;16;14;3;0;127;80;9;35;3;0;0;158;122;29;7;0;0;0
53011040401;6685;2252;6469;7;58;97;54;2361;404;64;10;0;0;0;44;10;22;0;0;10;0;12;0;120;44;12;7;18;27;12;65;50;10;5;0;0;0;133;128;0;5;0;0;0;1306;41;0;0;9;0;19;13;146;93;6;32;0;15;0;230;93;21;15;23;78;0;368;149;154;52;13;0;0;521;391;105;19;6;0;0
53011040402;8985;2969;8756;33;93;49;54;3076;729;207;29;0;36;19;99;24;252;25;10;44;101;72;0;142;34;50;35;12;11;0;71;71;0;0;0;0;0;57;57;0;0;0;0;0;1489;110;0;9;0;0;95;6;156;59;27;8;23;39;0;328;138;63;70;29;28;0;431;216;130;71;14;0;0;464;373;77;14;0;0;0
53011040501;6639;1925;6434;14;66;76;49;2019;133;36;0;0;0;0;29;7;6;0;0;0;0;0;6;31;6;0;10;5;0;10;33;16;7;5;5;0;0;27;20;0;7;0;0;0;1246;55;12;11;7;0;17;8;53;41;7;0;0;5;0;249;107;21;40;43;38;0;362;137;138;62;9;16;0;527;427;78;15;7;0;0
